seccion_cod,servicio_cod,dir3_cod,denominacion,dir3_padre_cod,ministerio_dir3_cod,ministerio_denominacion,nivel_jerarquico,nivel_organico,nivel_organico_senal,tipo_entidad,estado,fecha_inicio,fecha_fin
,,EA0024394,Correos las Cabezas de San Juan,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024395,Correos las Gabias,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024396,Correos las Navas del Marques,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024397,Correos Las Palmas Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024398,Correos Las Palmas Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024399,Correos Las Palmas Sucursal 10,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024400,Correos Las Palmas Sucursal 11,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024401,Correos Las Palmas Sucursal 12,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024402,Correos Las Palmas Sucursal 13,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024403,Correos Las Palmas Sucursal 14,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024404,Correos Las Palmas Sucursal 15,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024405,Correos Las Palmas Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024406,Correos Las Palmas Sucursal 3,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024407,Correos Las Palmas Sucursal 4,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024408,Correos Las Palmas Sucursal 5,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024409,Correos Las Palmas Sucursal 6,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024410,Correos Las Palmas Sucursal 7,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024411,Correos Las Palmas Sucursal 8,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024412,Correos Las Palmas Sucursal 9,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024413,Correos las Pedroñeras,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024414,Correos las Rozas de Madrid,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024415,Correos las Rozas de Madrid Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024416,Correos las Rozas de Madrid Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024417,Correos las Rozas de Madrid Sucursal 3,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024418,Correos las Torres de Cotillas,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024419,Correos Lasarte,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024420,Correos Lazkao,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024421,Correos Lebrija,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024422,Correos Ledesma,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024423,Correos Leganes Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024424,Correos Leganes Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024425,Correos Leganes Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024426,Correos Leganes Sucursal 4,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024427,Correos Leganes Sucursal 5,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024428,Correos Legazpi,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024429,Correos Leioa,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024430,Correos Leiro,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024431,Correos Lekeitio,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024432,Correos L'Eliana,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024433,Correos Leon Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024434,Correos Leon Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024435,Correos Leon Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024436,Correos Leon Sucursal 3,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024437,Correos Leon Sucursal 4,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024438,Correos Lepe,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024439,Correos Lerma,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024440,Correos Les Borges Blanques,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024441,Correos Les Franqueses del Valles,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024442,Correos Les Masies-Sant Hipolit de Voltrega,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024443,Correos Les Roquetes,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024444,Correos L'Escala,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024445,Correos L'Espluga de Francoli,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024446,Correos L'Estartit,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024447,Correos Lezo,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024448,Correos L'Hospitalet de L'Infant,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024449,Correos L'Hospitalet de Llobregat Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024450,Correos L'Hospitalet de Llobregat Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024451,Correos L'Hospitalet de Llobregat Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024452,Correos L'Hospitalet de Llobregat Sucursal 3,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024453,Correos Librilla,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024454,Correos Linares,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024455,Correos Linares Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024456,Correos Llagostera,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024457,Correos Llança,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024458,Correos Llanes,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024459,Correos Llaranes,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024460,Correos Lleida Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024461,Correos Lleida Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024462,Correos Llerena,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024463,Correos Lliça D'Amunt,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024464,Correos Lliçà de Vall,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024465,Correos Llinars del Valles,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024466,Correos Lliria,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024467,Correos Llodio,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024468,Correos Lloret de Mar,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024469,Correos Lloseta,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024470,Correos Llucmajor,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024471,Correos Lodosa,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024472,Correos Loeches,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024473,Correos Loficina Principalera,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024474,Correos Logroño Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024475,Correos Logroño Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024476,Correos Logroño Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024477,Correos Logrosan,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024478,Correos Loja,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024479,Correos L'Olleria,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024480,Correos Lora del Rio,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024481,Correos Lorca,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024482,Correos Lorca Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024483,Correos Lorca Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024484,Correos Lorqui,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024485,Correos los Alcazares,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024486,Correos los Barrios,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024487,Correos los Corrales,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024488,Correos los Corrales,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024489,Correos los Dolores,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024490,Correos los Llanos de Aridane,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024491,Correos los Molinos,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024492,Correos los Palacios y Villafranca,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024493,Correos los Realejos,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024494,Correos los Santos de Maimona,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024495,Correos los Yebenes,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024496,Correos Luanco,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024497,Correos Luarca,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024498,Correos Lucena,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024499,Correos Lugo Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024500,Correos Lugo Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024501,Correos Lugo Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024502,Correos Lugones,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024503,Correos Lumbrales,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024504,Correos Luque,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024505,Correos Macael,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024506,Correos Maçanet de la Selva,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024507,Correos Maceda,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024508,Correos Madrid Oficina Principal,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024509,Correos Madrid Sucursal 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024510,Correos Madrid Sucursal 10,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024511,Correos Madrid Sucursal 101,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024512,Correos Madrid Sucursal 102,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024513,Correos Madrid Sucursal 11,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024514,Correos Madrid Sucursal 12,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024515,Correos Madrid Sucursal 13,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024516,Correos Madrid Sucursal 14,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024517,Correos Madrid Sucursal 15,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024518,Correos Madrid Sucursal 17,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024519,Correos Madrid Sucursal 18,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024520,Correos Madrid Sucursal 19,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024521,Correos Madrid Sucursal 2,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024522,Correos Madrid Sucursal 20,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024523,Correos Madrid Sucursal 21,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024524,Correos Madrid Sucursal 24,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024525,Correos Madrid Sucursal 25,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024526,Correos Madrid Sucursal 26,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024527,Correos Madrid Sucursal 27,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024528,Correos Madrid Sucursal 29,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024529,Correos Madrid Sucursal 3,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024530,Correos Madrid Sucursal 30,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024531,Correos Madrid Sucursal 31,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024532,Correos Madrid Sucursal 32,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024533,Correos Madrid Sucursal 33,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024534,Correos Madrid Sucursal 34,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024535,Correos Madrid Sucursal 35,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024536,Correos Madrid Sucursal 36,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024537,Correos Madrid Sucursal 37,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024538,Correos Madrid Sucursal 38,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024539,Correos Madrid Sucursal 39,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024540,Correos Madrid Sucursal 4,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024541,Correos Madrid Sucursal 40,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024542,Correos Madrid Sucursal 41,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024543,Correos Madrid Sucursal 42,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024544,Correos Madrid Sucursal 43,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024545,Correos Madrid Sucursal 44,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024546,Correos Madrid Sucursal 45,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024547,Correos Madrid Sucursal 46,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024548,Correos Madrid Sucursal 47,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024549,Correos Madrid Sucursal 48,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024550,Correos Madrid Sucursal 49,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024551,Correos Madrid Sucursal 5,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024552,Correos Madrid Sucursal 50,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024553,Correos Madrid Sucursal 51,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024554,Correos Madrid Sucursal 52,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024555,Correos Madrid Sucursal 53,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024556,Correos Madrid Sucursal 54,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024557,Correos Madrid Sucursal 55,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024558,Correos Madrid Sucursal 56,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024559,Correos Madrid Sucursal 57,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024560,Correos Madrid Sucursal 58,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024561,Correos Madrid Sucursal 59,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024562,Correos Madrid Sucursal 6,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024563,Correos Madrid Sucursal 60,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024564,Correos Madrid Sucursal 61,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024565,Correos Madrid Sucursal 62,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024566,Correos Madrid Sucursal 63,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024567,Correos Madrid Sucursal 64,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024568,Correos Madrid Sucursal 65,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024569,Correos Madrid Sucursal 66,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024570,Correos Madrid Sucursal 67,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024571,Correos Madrid Sucursal 68,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024572,Correos Madrid Sucursal 7,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024573,Correos Madrid Sucursal 70,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024574,Correos Madrid Sucursal 71,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024575,Correos Madrid Sucursal 72,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024576,Correos Madrid Sucursal 73,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024577,Correos Madrid Sucursal 74,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024578,Correos Madrid Sucursal 77,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024579,Correos Madrid Sucursal 78,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024580,Correos Madrid Sucursal 8,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024581,Correos Madrid Sucursal 82,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024582,Correos Madrid Sucursal 86,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024583,Correos Madrid Sucursal 87,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024584,Correos Madrid Sucursal 88,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024585,Correos Madrid Sucursal 9,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024586,Correos Madrid Sucursal 90,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024587,Correos Madrid Sucursal 92,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024588,Correos Madrid Sucursal 93,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024589,Correos Madrid Sucursal 98,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024590,Correos Madrid Sucursal 99,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024591,Correos Madrid Tienda 1,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024592,Correos Madridejos,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024593,Correos Madrigal de las Altas Torres,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024594,Correos Madrigalejo,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
,,EA0024595,Correos Madrigueras,EA0023307,E05250001,Ministerio de Hacienda,4,OTRO,sin_senal,,V,2026-06-10,
